word,pos,hindi
Consumer non-durable,noun,अल्पकालिक उपभोक्ता वस्तुएं
Contrast,verb,तुलना करना
Consumer durable,noun,टिकाऊ उपभोक्ता वस्तुएं
Lingering,adjective,बना रहने वाला
Food inflation,noun,खाद्य मुद्रास्फीति
Retail inflation,noun,खुदरा मुद्रास्फीति
Impetus,noun,प्रोत्साहन
Quadruple,verb,चार गुना
Fortify,verb,मजबूत करना
Chorus,verb,एक स्वर में कहना
Tech-savvy,adjective,तकनीक में दक्ष
Lament,verb,शोक व्यक्त करना
Follow one’s example,phrase,अनुसरण करना
Set an example,phrase,उदाहरण प्रस्तुत करना
Storm off,phrasal verb,गुस्से में चले जाना
Bedridden,adjective,बिस्तर पर पड़ा
Engross in,phrasal verb,में लीन
Frantically,adverb,बेतहाशा
In unison,phrase,"एक साथ, तालमेल से"
Promptly,adverb,तुरंत
Pull out,phrasal verb,निकाल लेना
Snatch,verb,छीन लेना
Restrain,verb,रोकना
Occupy,verb,कब्जा करना
Displaced,adjective,विस्थापित
Siege,noun,घेराबंदी
Dire,adjective,"गंभीर, भयावह"
Reservist,noun,आरक्षित सैनिक
Reduce to rubble,phrase,मलबे में बदल देना
Makeshift,adjective,अस्थायी
Assault,noun,हमला
Passively,adverb,निष्क्रिय रूप से
Callous,adjective,निर्दयी
Inhumane,adjective,अमानवीय
Consistent,adjective,सुसंगत
Empty out,phrasal verb,खाली करना
Carte blanche,noun,पूर्ण स्वतंत्रता
Restraint,noun,संयम
Grave,adjective,गंभीर
Withdrawal,noun,वापसी
Hand over,phrasal verb,सौंप देना
Pull-back,noun,वापसी
Resumption,noun,पुनरारंभ
Deal a blow,phrase,नुकसान पहुँचाना
Moral,noun,नैतिक
Displacement,noun,विस्थापन
Cordial,adjective,सौहार्दपूर्ण
Meaningless,adjective,अर्थहीन
Brotherhood,noun,भाईचारा
Reassert,verb,फिर से जोर देना
Expropriation,noun,जबरन अधिग्रहण
Hijacking,adjective,अपहरण
Ponder over,phrasal verb,गहराई से सोचना
Treacherously,adverb,विश्वासघात से
Desirous,adjective,इच्छुक
Offer lip service,phrase,केवल दिखावटी समर्थन देना
Altar,noun,वेदी
Denounce,verb,निंदा करना
Pass key,noun,मास्टर चाबी
Rob (of),verb,छीन लेना
Perilous,adjective,खतरनाक
Wrenching,adjective,हृदयविदारक
Stereotypical,adjective,रूढ़िवादी
Conception,noun,धारणा
Comprehend,verb,समझना
Humankind,noun,मानव जाति
Long,verb,तरसना
Judaism,noun,यहूदी धर्म
Beat their swords into ploughshares,noun,युद्ध को शांति में बदलना
Spear,noun,भाला
Pruning hooks,noun,छंटाई के हुक
Pillar,noun,स्तंभ
Social order,noun,सामाजिक व्यवस्था
Uncharted,adjective,"अज्ञात, अन्वेषित न किया गया"
On the eve of,phrase,की पूर्व संध्या पर
Baton,noun,जिम्मेदारी सौंपना
Leap of faith,phrase,बिना प्रमाण के भरोसा करना
Cast a shadow on,phrase,छाया डालना
Ace,adjective,माहिर खिलाड़ी
Trump card,noun,निर्णायक पत्ता
Consternation,noun,घबराहट
Camp,noun,"गुट, शिविर"
Find one’s feet,phrase,स्थिरता पाना
Depleted,adjective,समाप्त
Plug gap,phrasal verb,कमी पूरी करना
Carry out,phrasal verb,पूरा करना
Tentatively,adverb,अस्थायी रूप से
Disbursement,noun,वितरण
Put together,phrasal verb,"एकत्र करना, तैयार करना"
Underestimation,noun,कम आकलन
Criticise,verb,आलोचना करना
National Account,noun,राष्ट्रीय लेखा
Poverty,noun,गरीबी
Inequality,noun,असमानता
Contend (with),verb,निपटना
Accrue,verb,जमा होना
Extent,noun,सीमा तक
Granular,adjective,"सूक्ष्म, विस्तृत"
Assist,verb,सहायता करना
Descendant,noun,वंशज
Parameter,noun,मापदंड
Exploration,noun,अन्वेषण
Facet,noun,पहलू
Eight Core Industries,noun,आठ प्रमुख उद्योग
Weight,noun,"भार, महत्व"
Comprise (of),verb,शामिल होना
The Index of Industrial Production (IIP),noun,औद्योगिक उत्पादन सूचकांक
Ingredient,noun,घटक
Preceding,adjective,पूर्ववर्ती
Clock,verb,दर्ज करना
Noteworthy,adjective,उल्लेखनीय
Ensuing,adjective,परिणामी
Impairment,noun,"क्षति, दुर्बलता"
Sharpness,noun,तीक्ष्णता
Cause,noun,कारण
Unlikely,adjective,असंभावित
Dial down,phrasal verb,कम करना
Watch out,phrasal verb,सावधान रहना
Place,verb,स्थान
Range,verb,"सीमा, दायरा"
Central (to),adjective,केंद्रीय
Revolution,noun,क्रांति
Peg (at),verb,तय करना
Stare (at),verb,घूरना
Vocal,adjective,मुखर
Push for,phrasal verb,जोर देना
Unjust,adjective,अन्यायपूर्ण
Decadal,adjective,दशकीय
Administer,verb,प्रशासित करना
Underway,adjective,प्रगति में
Stand,verb,रुख अपनाना
At a crossroad,phrase,निर्णायक मोड़ पर
Demographic,adjective,जनसांख्यिकीय
Enumerate,verb,गिनाना
Standing,noun,"प्रतिष्ठा, स्थायी"
Segmentation,noun,विभाजन
Enumeration,noun,गणना
Peninsular,adjective,प्रायद्वीपीय
Criterion,noun,मानक
Redistribution,noun,पुनर्वितरण
In motion,phrase,गतिमान
Insular,adjective,संकीर्णतावादी
Paranoid,adjective,अत्यधिक संदेहग्रस्त
Republic,noun,गणराज्य
Unstated,adjective,अघोषित
Racism,noun,नस्लवाद
Xenophobia,noun,विदेशी-द्वेष
Lead to,verb,परिणाम देना
Argue,verb,तर्क देना
Overstay,verb,अधिक समय तक रुकना
Crack down,phrasal verb,सख्त कार्रवाई करना
Asylum,noun,शरण
Instruct,verb,निर्देश देना
Vet,verb,जांच करना
Erosion,noun,क्षरण
Pluralistic,adjective,बहुलवादी
Ill-founded,adjective,आधारहीन
Fleeing,adjective,भाग रहा
Persecution,noun,उत्पीड़न
Shut someone’s door on,phrase,इनकार कर देना
In general,phrase,सामान्यतः
Turn into,phrasal verb,में बदल जाना
Inclusivity,noun,समावेशिता
Monumental,adjective,"स्मारकीय, विशाल"
Social churn,noun,सामाजिक उथल-पुथल
Oath,noun,शपथ
Patriarchal,adjective,पितृसत्तात्मक
Baseline,noun,आधार रेखा
Govern,verb,शासन करना
Move the needle,phrase,उल्लेखनीय बदलाव लाना
Biases,noun,पूर्वाग्रह
Impunity,noun,दंड से मुक्ति
Unpopular,adjective,अलोकप्रिय
Variant,noun,"प्रकार, संस्करण"
Strife,noun,संघर्ष
To such an extent,phrase,इस हद तक
Reconciliation,noun,सुलह
Compromise,noun,समझौता
Brandish,verb,लहराना
Chauvinist,adjective,कट्टरपंथी
Drown out,phrasal verb,दबा देना
Voice of reason,noun,विवेकपूर्ण राय
Drill,verb,बार-बार अभ्यास कराना
Vengeance,noun,प्रतिशोध
Dilly-dallying,noun,टालमटोल
Patron,noun,संरक्षक
Isolate,verb,अलग करना
Wanton,adjective,"निरंकुश, बेतुका"
Lawlessness,noun,अराजकता
Coerce,verb,मजबूर करना
Offender,noun,अपराधी
Constabulary,noun,पुलिस बल
Coincide (with),verb,एक साथ होना
Volunteer,verb,स्वयंसेवक
Bring someone to justice,phrase,न्याय के कठघरे में लाना
Give in,phrasal verb,हार मान लेना
Stoke,verb,भड़काना
Communal,adjective,सांप्रदायिक
Malefactor,noun,अपराधी
Assert,verb,दृढ़ता से कहना
Rehabilitation,noun,पुनर्वास
Across the lines,phrase,सीमाओं के पार
Check (into),verb,पंजीकरण करना
Bellhop,noun,होटल सेवक
Haunt,verb,सताना
Valley,noun,घाटी
Scare out of one’s wits,phrase,बुरी तरह डरा देना
Nightmare,noun,बुरा सपना
Cautiously,adverb,सावधानीपूर्वक
Inverted,adjective,उल्टा
Kerchief,noun,रूमाल
Screaming,noun,चीखना
With bated breath,phrase,सांस रोककर
Cease,verb,रुकना
Courage,noun,साहस
Payroll,noun,वेतन सूची
Wave out,phrasal verb,हाथ हिलाकर बाहर करना
Cheerfully,adverb,प्रसन्नतापूर्वक
Down with the flu,phrase,फ्लू से बीमार
Horrify,verb,भयभीत करना
Heave a sigh of relief,phrase,राहत की सांस लेना
Brooch,noun,ब्रोच (आभूषण)
Annoy,verb,चिढ़ाना
Amazed,adjective,आश्चर्यचकित
Compete,verb,प्रतिस्पर्धा करना
Commotion,noun,हलचल
Kitten,noun,बिल्ली का बच्चा
Get off,phrasal verb,उतरना
Perch,verb,बैठने का स्थान
Disobey,verb,अवज्ञा करना
Eye well up,phrase,आंखों में आंसू आना
Sullen,adjective,"उदास, चिड़चिड़ा"
Reluctantly,adverb,अनिच्छा से
Break into a smile,phrase,अचानक मुस्कुराना
Cheerful,adjective,प्रसन्न
Set out for,phrase,की ओर निकल पड़ना
Sincerity,noun,ईमानदारी
Please,verb,प्रसन्न करना
Delightful,adjective,आनंददायक
Leap out,phrasal verb,उछलकर बाहर निकलना
Bush,noun,झाड़ी
Deliberately,adverb,जानबूझकर
Draw one’s attention,phrase,ध्यान आकर्षित करना
Furious,adjective,अत्यंत क्रोधित
Swallow,verb,निगलना
Stab,verb,छुरा घोंपना
Gullet,noun,"गला, ग्रासनली"
Frighten,verb,डराना
Spit out,phrasal verb,थूक देना
Bend down,phrasal verb,झुकना
In one’s haste,phrase,जल्दबाज़ी में
Mallet,noun,हथौड़ा
Clad,noun,पहना हुआ
Armour,noun,कवच
Gladly,adverb,खुशी-खुशी
Devoted,adjective,समर्पित
Bustling,adjective,हलचल भरा
Feed,verb,खिलाना
Moor,verb,नौका बांधना
Cathedral,noun,गिरजाघर
Muscovy duck,noun,मस्कोवी बत्तख
Enormous,adjective,विशाल
Seldom,adverb,शायद ही कभी
Waddle,verb,डगमगाते हुए चलना
Scrap,noun,"टुकड़ा, रद्द करना"
Passerby,noun,राहगीर
Run,verb,दौड़ना
Panama hat,noun,पनामा टोपी
Nasty,adjective,घृणित
Starve,verb,भूखा रहना
Feather,noun,पंख
Bud began to burst,phrase,कली खिलने लगी
Breeding,adjective,प्रजनन संबंधी
Look for,phrasal verb,ढूंढना
Devastate,verb,तबाह करना
Die out,phrasal verb,विलुप्त होना
Fighting back tears,phrase,आंसू रोकते हुए
Meanwhile,adverb,इस बीच
Stand by,phrasal verb,साथ देना
Rid (of),verb,मुक्त करना
Vermin,noun,हानिकारक जीव
Alley,noun,गली
Duckling,noun,बत्तख का बच्चा
Bob,verb,ऊपर-नीचे हिलना
Flies,noun,मक्खियां
At last,phrase,आखिरकार
Be jumping up and down,phrase,अत्यंत उत्साहित होना
Sparkling,adjective,चमकदार
Townsfolk,noun,नगरवासी
Look about,phrasal verb,इधर-उधर देखना
Ventilation,noun,हवा-रोशनी की व्यवस्था
Louvre,noun,झिलमिली
Footboard,noun,पायदान
Mow down,phrasal verb,कुचल देना
Vestibule,noun,प्रवेश कक्ष
Enforcer,noun,प्रवर्तक
Shove,verb,धक्का देना
Infamous,adjective,कुख्यात
Stampede,noun,भगदड़
Artery,noun,मुख्य मार्ग
It is also time,phrase,अब समय भी है
Engineer,verb,योजना बनाना
Inexpensive,adjective,सस्ता
Romanticise,verb,आदर्श रूप में दिखाना
Humane,adjective,मानवीय
Rarity,noun,दुर्लभता
Decongest,verb,भीड़भाड़ कम करना
To an extent,phrase,कुछ हद तक
Price out,phrasal verb,कीमत के कारण बाहर हो जाना
Commuter,noun,नियमित यात्री
Dictate,verb,निर्धारित करना
Ferry,noun,"नौका, ढोना"
Mind,verb,ध्यान देना
Gender parity,noun,लैंगिक समानता
Attainment,noun,उपलब्धि
Stable,adjective,स्थिर
Marginally,adverb,मामूली रूप से
Weigh down,phrasal verb,बोझिल करना
Drive up,phrasal verb,बढ़ाना
Obvious,adjective,स्पष्ट
Consolidate,verb,मजबूत करना
Lacunae,noun,कमियां
Political will,noun,राजनीतिक इच्छाशक्ति
Tussle,noun,संघर्ष
Toy,verb,खिलौना
Visit upon,phrasal verb,पर विपत्ति डालना
Charade,noun,दिखावा
Actualisation,noun,साकार करना
Impediment,noun,बाधा
Climb up,phrasal verb,ऊपर चढ़ना
Rounded,adjective,"गोल, पूर्ण"
Applause-worthy,adjective,प्रशंसनीय
Electoral,adjective,चुनावी
Gamble,noun,जुआ खेलना
Pact,noun,समझौता
Painstaking,adjective,श्रमसाध्य
Inflammatory,adjective,भड़काऊ
Presidency,noun,राष्ट्रपति पद
Entirely,adverb,पूर्णतः
Insist,verb,जोर देना
Assistance,noun,सहायता
Spat,noun,छोटी नोकझोंक
The Oval Office,noun,ओवल कार्यालय
Press ahead,phrasal verb,आगे बढ़ते रहना
The fine print,noun,छोटे अक्षरों में लिखी शर्तें
Finance,verb,वित्त पोषित करना
Omit,verb,छोड़ देना
Secure,verb,प्राप्त करना
Ratify,verb,अनुमोदित करना
Pay off,phrasal verb,फल देना
Drag on,phrasal verb,लंबा खिंचना
Misplaced,adjective,गलत जगह रखा गया
In effect,phrase,प्रभावी रूप से
Stay,verb,रोक
Grant,verb,प्रदान करना
Deemed assent,noun,अनुमानित सहमति
Inordinately,adverb,अत्यधिक
Divest,verb,छीनना
Stalemate,noun,गतिरोध
Headless,adjective,बिना सिर वाला
Frozen,verb,"जमा हुआ, स्थगित"
Petition,noun,याचिका
Impugned,adjective,चुनौती दी गई
Fall foul of,phrase,के साथ टकराव होना
Lay down,phrasal verb,निर्धारित करना
Quash,verb,रद्द करना
Caveat,noun,चेतावनी शर्त
Glaring,adjective,"स्पष्ट, प्रत्यक्ष"
Deprive (of),verb,वंचित करना
Submission,noun,प्रस्तुतीकरण
Apprise (of),verb,सूचित करना
Propriety,noun,औचित्य
Counter affidavit,noun,प्रति-हलफनामा
Impasse,noun,गतिरोध
Precedent,noun,मिसाल
Override,verb,अधिक्रमित करना
Enact,verb,लागू करना
Wreak havoc,phrase,तबाही मचाना
Toll,noun,"क्षति, हताहत संख्या"
Arterial,adjective,मुख्य
Swollen,adjective,सूजा हुआ
It wouldn’t be stretch,noun,यह कहना गलत नहीं होगा
Associated,adjective,संबद्ध
Hard-wired,adjective,गहराई से बैठा हुआ
Inventory,noun,"सूची, भंडार"
Inspiring,adjective,प्रेरणादायक
Premiumisation,noun,प्रीमियम उत्पादों की ओर रुझान
Wary (of),adjective,सतर्क
Thin,verb,"पतला, कम"
Vital (to),adjective,अत्यंत आवश्यक
Imperfection,noun,खामी
Creep in,phrasal verb,धीरे-धीरे प्रवेश करना
Real wage,noun,वास्तविक वेतन
A quick fix,phrase,अस्थायी समाधान
Direct (at),verb,लक्षित करना
Keep in check,phrase,नियंत्रण में रखना
Linkage,noun,संबंध
Requisite,adjective,आवश्यक
Foreign direct investment (FDI),noun,प्रत्यक्ष विदेशी निवेश
Stunning,adjective,आश्चर्यजनक
Trace (to),verb,जड़ खोजना
Repatriation,noun,स्वदेश वापसी
Disinvestment,noun,विनिवेश
To a greater extent,phrase,बड़ी हद तक
Jurisdiction,noun,अधिकार क्षेत्र
Reign in,phrasal verb,नियंत्रण में रखना
Cautious,adjective,सतर्क
Sanguine,adjective,आशावादी
Dynamics,noun,गतिशीलता
Hold back,phrasal verb,रोक कर रखना
Muddied,adjective,धुंधला/उलझा दिया गया
Flip,verb,पलट देना
Tailwind,noun,अनुकूल परिस्थिति
Energise,verb,ऊर्जावान बनाना
Calibration,noun,समायोजन
Time around,phrasal verb,इस बार
Draw on,phrasal verb,सहारा लेना
Figure out,phrasal verb,समझ पाना
Household consumption basket,noun,घरेलू उपभोग टोकरी
Reweight,verb,पुनः भारांक देना
Deflator,noun,मूल्य समायोजक
Resultant,adjective,परिणामी
The likelihood of,noun,की संभावना
Perpetrator,noun,अपराध करने वाला
Condemnation,noun,निंदा
Culmination,noun,पराकाष्ठा
Co-conspirator,noun,सह-षड्यंत्रकारी
Turnaround,noun,"पलटाव, सुधार"
Make stride,phrase,प्रगति करना
Plead,verb,गुहार लगाना
Roll out the Red carpet,phrase,भव्य स्वागत करना
Backer,noun,समर्थक
Point-person,noun,मुख्य संपर्क व्यक्ति
Acting,adjective,कार्यवाहक
A far cry from,phrase,से बिल्कुल भिन्न
Change of heart,phrase,विचार परिवर्तन
Pressure point,noun,दबाव का बिंदु
Well-timed,adjective,उचित समय पर किया गया
Fetter,noun,"बेड़ी, बंधन"
Thug life,noun,गुंडागर्दी वाली जीवनशैली
Extra-judicial,adjective,न्यायेतर
Ensure,verb,सुनिश्चित करना
Thespian,adjective,अभिनेता
Recourse (to),noun,सहारा
Ancestor,noun,पूर्वज
Apologise,verb,क्षमा माँगना
Direction,noun,निर्देश
Repudiate,verb,अस्वीकार करना
Due,adjective,"देय, उचित"
The rule of law,noun,कानून का शासन
Mandated,adjective,अनिवार्य किया गया
Reasonable,adjective,उचित
Amorphous,adjective,अनिश्चित आकार का
Intimidate,verb,धमकाना
Infringement,noun,उल्लंघन
Emphatically,adverb,दृढ़तापूर्वक
Divergent,adjective,भिन्न/विरोधाभासी
Distinction,noun,भेद
Designated,adjective,नामित
Moving forward,phrase,आगे बढ़ते हुए
Accountable (for),adjective,उत्तरदायी
Unwarranted,adjective,अनुचित
Dissent,noun,असहमति
Martial law,noun,सैन्य शासन
Bête noire,noun,कट्टर विरोधी
Backfire,verb,उल्टा असर करना
Downfall,noun,पतन
Ascent,noun,आरोहण
Impeachment,noun,महाभियोग
Testament (to),noun,प्रमाण
Dictatorship,noun,तानाशाही
Tantamount (to),adjective,के समान
Cut open the old wound,phrase,पुराना दर्द जगाना
Fiasco,noun,पूर्ण विफलता
Hold accountable,phrase,जवाबदेह ठहराना
Temptation,noun,प्रलोभन
Witch-hunt,noun,अनुचित उत्पीड़न अभियान
Axis,noun,धुरी
Diplomacy,noun,कूटनीति
Turn off,phrasal verb,"बंद करना, विरक्त करना"
Reliant (on),adjective,निर्भर
To that end,phrase,इस उद्देश्य से
Civic life,noun,नागरिक जीवन
Pluralism,noun,बहुलवाद
Arbitrary,adjective,मनमाना
Intent (on),adjective,दृढ़ संकल्पित
Harass,verb,परेशान करना
Freeze,verb,स्थगित करना
Enrol,verb,पंजीकृत करना
Privilege,noun,विशेषाधिकार
Endowment,noun,अनुदान
Arsenal,noun,शस्त्रागार
Disarray,noun,अव्यवस्था
A chilling effect,noun,निरुत्साहित करने वाला प्रभाव
Sully,verb,कलंकित करना
Unsavoury,adjective,अरुचिकर
Salem witch trial,noun,सेलम डायन मुकदमा
Enron,noun,एनरॉन कंपनी
Liberalism,noun,उदारवाद
Globalisation,noun,वैश्वीकरण
Elitist,adjective,अभिजातवादी
Affirmative action,noun,सकारात्मक कार्रवाई
Lineage,noun,वंशावली
Sue,verb,मुकदमा करना
Remedy,verb,उपाय
Arsenic,adjective,विषैला
Cuisine,noun,व्यंजन
Reverence,noun,श्रद्धा
Prosperity,noun,समृद्धि
Staple food,noun,मुख्य भोजन
Log,verb,दर्ज करना
Per capita,adjective,प्रति व्यक्ति
Intact,adjective,अक्षुण्ण
Bran,noun,चोकर
Surpass,verb,पीछे छोड़ देना
Deviation,noun,विचलन
Customary,adjective,प्रथागत
Accumulation,noun,संचय
Bring to the fore,phrase,उजागर करना
Climate adaptation,noun,जलवायु अनुकूलन
Mitigation,noun,"शमन, कमी करना"
In this regard,phrase,इस संबंध में
To some extent,phrase,कुछ हद तक
Rid,verb,मुक्त करना
Pervasive,adjective,व्यापक
Legible,adjective,पढ़ने योग्य
Relay,verb,आगे पहुंचाना
Collation,noun,संकलन
Portable,adjective,सुवाह्य
In order to,phrase,के लिए
Calamitous,adjective,विनाशकारी
Mainstay,adjective,मुख्य आधार
Ramification,noun,परिणाम
Overtake,verb,आगे निकल जाना
Fertility rate,noun,प्रजनन दर
Coercive,adjective,बलपूर्वक
As a consequence of,phrase,के परिणामस्वरूप
Irrespective of,phrase,की परवाह किए बिना
Contest,verb,मुकाबला करना
Abort,verb,रद्द करना
Abortion,noun,गर्भपात
Abandonment,noun,परित्याग
Patriarchy,noun,पितृसत्ता
Do away with,phrasal verb,समाप्त करना
Foeticide,noun,भ्रूण हत्या
Grim,adjective,भयावह
Violation,noun,उल्लंघन
Skew,verb,असंतुलित करना
Womb,noun,गर्भ
Catchment area,noun,जलग्रहण क्षेत्र
Unglamorous,adjective,आकर्षणहीन
Rudimentary,adjective,"प्रारंभिक, बुनियादी"
Archaic,adjective,पुराना
Hook (to),verb,जोड़ना
Give wings to one’s dream,phrase,सपनों को साकार करना
Aspiration,noun,आकांक्षा
The hard yards,phrase,कठिन मेहनत
Convince,verb,समझाना
Qualified,adjective,योग्य
Lift off,phrasal verb,उड़ान भरना
Astronaut,noun,अंतरिक्ष यात्री
Orbital space,noun,कक्षीय अंतरिक्ष
Crew,noun,दल
Dock,verb,जुड़ना (अंतरिक्षयान का)
Onboard,verb,यान पर सवार
Suite,noun,"समूह, सेट"
Maiden,adjective,पहली बार
Slate,verb,कार्यक्रम सूची
Articulate,verb,व्यक्त करना
Against the backdrop,phrase,की पृष्ठभूमि में
Expedition,noun,अभियान
Spare,verb,अतिरिक्त
Multidimensional,adjective,बहुआयामी
Demanding,adjective,चुनौतीपूर्ण
Linger (over),verb,देर तक ठहरना
Decommission,verb,सेवामुक्त करना
Quantum computing,noun,क्वांटम कंप्यूटिंग
Demonstration,noun,प्रदर्शन
Stand (to),verb,तैयार रहना
Revolutionise,verb,क्रांतिकारी बदलाव लाना
Actor,noun,भागीदार
Nigh-uncrackable,adjective,लगभग अभेद्य
Prong,noun,"पहलू, दिशा"
Malicious,adjective,दुर्भावनापूर्ण
Eavesdropper,noun,छिपकर सुनने वाला
Intercept,verb,बीच में रोकना
Instantaneous,adjective,तात्क्षणिक
Decrypt,verb,कूट खोलना
Herein lies the rub,phrase,यहीं असली समस्या है
Theme,noun,विषय
Outlay,noun,व्यय
Assail,verb,आक्रमण करना
Beset,verb,घेर लेना
Disburse,verb,वितरित करना
Venture capital,noun,उद्यम पूंजी
Just-in-time,adjective,समय पर आपूर्ति प्रणाली
Cryostat,noun,अति-शीतलन उपकरण
Sensor,noun,संवेदक
Fabricated,adjective,मनगढ़ंत
Stack,noun,ढेर
Dwarf,verb,बौना बनाना/कम करना
Set in,phrasal verb,शुरू हो जाना
Minimum Support Price (MSP),noun,न्यूनतम समर्थन मूल्य
Hike,verb,वृद्धि करना
Buffer,noun,सुरक्षा कवच
Water-guzzler,noun,अधिक पानी खपाने वाली फसल
To Boot,phrase,इसके अलावा
Touch,verb,"संपर्क, स्पर्श करना"
Worthy,adjective,योग्य
Remunerative,adjective,लाभदायक
Open Market Operation,noun,खुला बाज़ार परिचालन
Flat,adjective,"स्थिर, समतल"
Poultry,noun,मुर्गी पालन
Checks and balances,noun,नियंत्रण और संतुलन प्रणाली
Rampant,adjective,"व्यापक, बेकाबू"
Commercialisation,noun,व्यावसायीकरण
Prescribe,verb,निर्धारित करना
Table,verb,प्रस्तुत करना (विधेयक)
Time-bound,adjective,समय-सीमा में बंधा
Hapless,adjective,अभागा
Reek (of),verb,स्पष्ट झलक देना
Extortion,noun,जबरन वसूली
Take-it-or-leave-it,adjective,मानो या छोड़ दो
Hold all the aces,phrase,पूरी बढ़त होना
Embroil,verb,उलझाना
Validity,noun,वैधता
Profiteering,noun,मुनाफाखोरी
Aggrieved,adjective,व्यथित
Opacity,noun,अपारदर्शिता
Ill-informed,adjective,अधूरी जानकारी वाला
Milk dry,phrase,पूरी तरह निचोड़ लेना
Deter,verb,रोकना
A cash cow,noun,आय का स्थायी स्रोत
Reign,noun,शासन काल
Spokesperson,noun,प्रवक्ता
Humanitarian Corridor,noun,मानवीय गलियारा
Conflict-torn,adjective,युद्धग्रस्त
Persecuted,adjective,उत्पीड़ित
Rohingya,noun,रोहिंग्या
Rift,noun,मतभेद
Swirl in,phrasal verb,चारों ओर फैलना
Step down,phrasal verb,पद छोड़ना
Subsequent,adjective,बाद का
Cold war,noun,शीत युद्ध
Far from,phrase,से कोसों दूर
Take over,phrasal verb,अधिग्रहण करना
Dawn,noun,"प्रारंभ, उदय"
Semi-authoritarian,adjective,अर्ध-निरंकुश
Crackdown (on),noun,कड़ी कार्रवाई
Yield (to),verb,झुक जाना
Non-state,adjective,गैर-राज्य
Steer,verb,दिशा देना
At the earliest,phrase,जल्द से जल्द
Shout,verb,चिल्लाना
Overhear,verb,अनजाने में सुन लेना
A handful of,noun,मुट्ठी भर
Able-bodied,adjective,"स्वस्थ, सक्षम"
Worriedly,adverb,चिंतित होकर
Match,verb,बराबरी करना
Lie in wait,phrase,घात लगाकर बैठना
Thud,noun,धम्म की आवाज़
Greet,verb,अभिवादन करना
Ashamed,adjective,शर्मिंदा
Kindness,noun,दयालुता
Gruffly,adverb,रूखेपन से
Choke,verb,दम घुटना
Rob,verb,लूटना
Set free,phrasal verb,मुक्त करना
Strange,adjective,अजीब
Outwit,verb,चालाकी से हरा देना
Gathering,noun,सभा
Storied,adjective,"प्रसिद्ध, ऐतिहासिक"
Chariot,noun,रथ
Procession,noun,जुलूस
Negligence,noun,लापरवाही
Sibling,noun,भाई-बहन
Tell-tale,adjective,स्पष्ट संकेत देने वाला
Drawing,noun,खींचना
Dehydration,noun,निर्जलीकरण
Crowd stress,noun,भीड़ का तनाव
Congest,verb,अवरुद्ध करना
Corridor,noun,गलियारा
Daily,noun,समाचार पत्र
Celebrity-studded,adjective,सितारों से सजा
Discourse,noun,विमर्श
Competence,noun,योग्यता
Defibrillation,noun,हृदय पुनर्जीवन प्रक्रिया
Debriefing,noun,समीक्षा बैठक
Disaster-resilient,adjective,आपदा-रोधी
Economics,noun,अर्थशास्त्र
Ambition,noun,महत्वाकांक्षा
All in all,phrase,कुल मिलाकर
Delicate,adjective,नाजुक
Abstraction,noun,अमूर्तता
El Niño,noun,अल नीनो प्रभाव
Courtesy of,phrase,की बदौलत
Acreage,noun,भूमि क्षेत्रफल
Capitulate,verb,आत्मसमर्पण करना
De-escalation,noun,तनाव में कमी
Counterbalance,noun,संतुलन बनाना
Burn one’s finger,phrase,नुकसान झेलना
Entangled,adjective,उलझा हुआ
Bring something full circle,phrase,पूर्ववत स्थिति में लाना
Diplomatically,adverb,कूटनीतिक ढंग से
Adoption,noun,अंगीकरण
Correlate,verb,संबंध जोड़ना
Defiantly,adverb,अवज्ञापूर्वक
Bribery,noun,रिश्वतखोरी
Beggar,noun,भिखारी
A slip of something,phrase,छोटा टुकड़ा
Admiringly,adverb,प्रशंसापूर्वक
Born with a silver spoon in one’s mouth,phrase,जन्म से धनी
Creditor,noun,ऋणदाता
Broken,adjective,टूटा हुआ
Determined,adjective,दृढ़ संकल्पित
Crawl,verb,रेंगना
Butcher,noun,कसाई
Affection,noun,स्नेह
Aloof,adjective,उदासीन
Deftly,adverb,कुशलतापूर्वक
Aghast,adjective,स्तब्ध
A great deal of,phrase,बहुत सारा
Bloodthirsty,adjective,रक्तपिपासु
Beast,noun,पशु
Despotism,noun,निरंकुशता
Bother,verb,परेशान करना
Abdicate,verb,त्याग देना (पद)
Crown,verb,राजतिलक करना
Appetite,noun,भूख
Ailing,adjective,बीमार
Antidote,noun,प्रतिरोधी औषधि
Denture,noun,नकली दांत
Coronation,noun,राज्याभिषेक
Blush,verb,शरमाना
Burst into laughter,phrase,अचानक हंस पड़ना
Coercion,noun,जबरदस्ती
Braille,noun,अंधों की लिपि
Build on,phrasal verb,विकसित करना
Compensation,noun,मुआवजा
Curated,adjective,चयनित
Diffuse,verb,फैलाना
Cluster,noun,समूह
Compounding,noun,बढ़ता हुआ
Captive,adjective,बंदी
Attention economy,noun,ध्यान अर्थव्यवस्था
A body blow,noun,गहरा झटका
Decelerationist,adjective,मंदी समर्थक
Decel,adjective,मंदीवादी
Enormously,adverb,अत्यधिक
Disseminate,verb,प्रसारित करना
Deceive,verb,धोखा देना
At the heart of,phrase,केंद्र में
Coordinated,adjective,समन्वित
Disbelief,noun,अविश्वास
Astonished,adjective,चकित
Drown,verb,डूबना
Blankly,adverb,खाली भाव से
